foodID,foodName,NumServings,unit,carbs,protein,fat
649,pretium iaculis diam erat fermentum justo,139.66,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,55,53,89
650,leo pellentesque ultrices,225.4,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,15,85,31
651,blandit ultrices,361.63,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,19,74,59
652,maecenas tincidunt lacus,300.37,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,33,5,52
653,quam pharetra magna ac,249.33,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,75,19,41
654,pede justo eu,305.99,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,23,57,84
655,adipiscing lorem,108.32,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,61,28,97
656,vestibulum ante ipsum primis in faucibus,78.12,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,11,98,90
657,pede,163.54,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,89,44,54
658,amet,64.68,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,68,50,56
659,in hac,218.68,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,61,37,82
660,odio porttitor id consequat in consequat,65.46,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,61,40,31
661,et magnis dis parturient montes,114.51,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,29,66,7
662,enim blandit mi,189.97,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,8,19,14
663,a ipsum integer a,127.11,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,8,52,6
664,quis tortor id nulla ultrices aliquet,156.49,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,48,23,19
665,velit nec nisi,311.36,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,30,60,41
666,scelerisque quam turpis adipiscing lorem,81.28,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,2,76,15
667,adipiscing elit proin,176.45,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,21,43,39
668,tristique fusce congue diam,26.24,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,1,94,39
669,a,114.78,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,31,41,56
670,mauris viverra diam vitae quam suspendisse,211.99,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,41,75,44
671,platea dictumst,13.32,amet cursus id turpis integer aliquet massa id lobortis convallis tortor,53,7,73
672,elementum nullam varius nulla,345.34,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,42,33,70
673,tempus vel pede morbi porttitor,135.65,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,70,80,62
674,massa volutpat convallis morbi,37.5,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,40,4,29
675,diam id ornare imperdiet,306.88,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,88,83,68
676,maecenas,64.93,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,83,74,62
677,consectetuer adipiscing,126.4,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,27,67,38
678,lorem quisque,78.23,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,31,34,5
679,pellentesque ultrices mattis odio donec,43.95,id consequat in consequat ut nulla sed accumsan felis ut at dolor,82,38,57
680,libero nam dui proin leo odio,327.01,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,60,68,26
681,ante ipsum primis in,138.92,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,83,26,56
682,diam in magna,229.28,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,70,1,88
683,eget massa tempor convallis,231.73,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,44,93,74
684,pede venenatis non sodales,56.31,ac est lacinia nisi venenatis tristique fusce congue diam id,18,86,1
685,blandit mi in porttitor pede justo,80.31,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,100,82,77
686,at velit vivamus vel,302.22,lobortis sapien sapien non mi integer ac neque duis bibendum,87,22,75
687,morbi,129.31,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,88,80,6
688,faucibus orci,271.14,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,81,69,35
689,vehicula consequat,325.1,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,27,79,76
690,a odio in hac habitasse,75.88,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,75,55,11
691,eget rutrum at lorem integer,56.77,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,5,13,23
692,aliquam lacus morbi quis tortor id,291.6,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,45,65,89
693,volutpat sapien arcu sed augue,278.61,nullam orci pede venenatis non sodales sed tincidunt eu felis,24,87,26
694,in felis donec semper sapien a,165.63,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,5,12,48
695,leo maecenas pulvinar lobortis est,35.72,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,33,30,84
696,lacinia,58.34,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,13,77,90
697,pede malesuada in,207.66,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,28,31,78
698,arcu adipiscing molestie hendrerit at,31.88,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,49,24,76
699,donec dapibus duis at velit eu,263.49,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,89,92,99
700,proin,111.46,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,54,38,55
701,eu mi,206.66,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,23,74,50
702,quam,343.17,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,25,64,85
703,donec odio justo sollicitudin ut,74.84,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,5,48,80
704,vitae,196.14,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,92,42,1
705,lorem,286.95,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,37,9,75
706,purus,151.64,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,95,68,94
707,primis in faucibus orci luctus,123.17,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,88,4,72
708,leo odio condimentum id,39.69,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,43,94,68
709,nam ultrices libero,322.52,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,28,18,9
710,consectetuer eget rutrum at,185.27,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,94,100,97
711,interdum mauris ullamcorper,283.51,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,33,46,53
712,nunc rhoncus dui vel sem,250.22,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,49,52,5
713,vestibulum ante ipsum primis,52.49,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,59,41,79
714,a pede posuere nonummy integer non,225.84,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,16,72,58
715,at vulputate vitae,344.66,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,26,36,93
716,vulputate ut,113.0,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,75,68,30
717,ut mauris eget massa,323.73,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,93,69,25
718,dui vel nisl duis,392.21,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,90,9,93
719,mi,125.13,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,17,58,80
720,sit amet sem,151.38,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,61,100,33
721,faucibus orci,243.09,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,36,83,36
722,ultrices,254.78,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,10,52,22
723,rutrum at lorem integer,191.24,est phasellus sit amet erat nulla tempus vivamus in felis eu,7,26,37
724,faucibus cursus urna ut tellus,85.26,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,62,50,80
725,eu magna,270.23,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,48,0,98
726,donec,81.88,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,86,68,68
727,sit,250.65,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,68,84,63
728,suscipit ligula in lacus curabitur,339.12,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,15,21,23
729,curabitur gravida nisi at,205.89,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,94,79,47
730,cubilia curae duis,370.8,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,54,21,92
731,aliquam convallis nunc proin at turpis,273.93,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,24,2,23
732,vestibulum aliquet ultrices erat tortor sollicitudin,342.1,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,57,66,36
733,quis odio,6.58,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,42,46,66
734,vestibulum sed magna,152.54,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,13,19,52
735,vulputate vitae,121.32,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,35,39,73
736,maecenas ut massa quis,167.74,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,67,4,99
737,volutpat eleifend,306.43,nulla integer pede justo lacinia eget tincidunt eget tempus vel,15,6,41
738,consequat,346.28,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,11,10,11
739,arcu sed augue aliquam erat,87.65,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,40,93,80
740,nisl duis ac nibh fusce lacus,24.06,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,48,99,54
741,nulla ac enim in tempor,233.08,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,63,30,7
742,lectus vestibulum quam sapien varius,275.91,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,56,53,11
743,pede ullamcorper augue a,306.87,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,41,20,26
744,proin interdum mauris non ligula pellentesque,92.14,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,56,53,89
745,in lectus pellentesque at nulla suspendisse,44.91,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,72,39,28
746,non sodales sed,166.96,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,72,68,6
747,leo,283.24,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,98,71,27
748,at lorem integer tincidunt ante,383.68,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,56,64,48
749,justo sollicitudin ut suscipit a feugiat,57.98,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,50,8,59
750,et magnis dis parturient montes nascetur,132.83,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,15,7,45
751,pellentesque,86.92,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,5,89,65
752,amet lobortis sapien sapien,22.82,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,97,99,11
753,eu tincidunt in leo maecenas pulvinar,283.94,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,90,6,33
754,turpis sed ante,330.46,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,96,64,82
755,in consequat ut nulla sed,224.66,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,86,4,22
756,non sodales sed tincidunt eu,280.65,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,98,64,16
757,ligula vehicula consequat morbi a ipsum,275.66,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,50,74,20
758,purus,312.13,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,0,61,44
759,venenatis tristique fusce congue diam id,42.83,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,19,90,72
760,duis aliquam convallis,119.86,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,11,83,41
761,commodo vulputate justo in blandit,305.6,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,18,1,92
762,aliquam lacus morbi,38.35,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,64,78,13
763,feugiat et eros,375.11,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,26,3,36
764,aliquam sit,87.51,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,65,62,15
765,diam nam tristique tortor eu,271.36,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,76,20,30
766,libero,84.07,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,20,11,57
767,ante vel ipsum praesent,16.03,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,71,10,53
768,fusce congue diam id,246.15,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,91,56,21
769,sed augue aliquam erat volutpat,211.18,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,16,63,41
770,donec diam neque,269.01,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,84,57,19
771,est congue elementum,294.96,praesent blandit lacinia erat vestibulum sed magna at nunc commodo,22,39,72
772,lorem ipsum,219.97,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,43,64,6
773,pede malesuada in imperdiet et,340.46,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,2,18,13
774,nulla neque,34.97,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,84,37,81
775,magnis dis parturient montes nascetur ridiculus,64.07,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,54,14,78
776,sapien sapien non mi integer ac,29.11,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,93,81,75
777,lorem vitae mattis nibh ligula nec,302.44,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,59,62,73
778,in hac,231.61,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,49,31,28
779,quisque arcu libero rutrum ac,64.12,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,22,45,43
780,curabitur,397.39,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,35,55,22
781,eget semper,278.07,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,84,89,21
782,pede posuere nonummy integer,208.6,consequat lectus in est risus auctor sed tristique in tempus,16,35,4
783,pellentesque ultrices,235.94,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,30,97,40
784,vehicula condimentum curabitur in libero ut,210.3,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,17,76,1
785,purus sit amet nulla quisque arcu,153.94,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,46,87,76
786,id justo,6.88,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,58,54,41
787,at diam,95.97,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,77,87,46
788,faucibus orci luctus,386.08,mi nulla ac enim in tempor turpis nec euismod scelerisque quam,62,89,35
789,erat tortor sollicitudin mi,365.98,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,37,65,94
790,ultrices vel augue,345.46,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,70,93,67
791,ut dolor morbi vel,317.49,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,30,73,71
792,molestie hendrerit,368.54,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,72,2,15
793,porta volutpat,38.84,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,84,72,67
794,sit amet consectetuer adipiscing,375.87,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,81,64,47
795,auctor sed tristique in tempus,193.31,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,100,26,88
796,fermentum,85.31,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,97,64,64
797,eu massa donec dapibus duis at,219.8,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,51,57,55
798,porta volutpat quam pede,255.78,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,67,14,0
799,molestie sed justo,351.16,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,83,67,44
800,nullam molestie nibh,342.87,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,91,36,2
801,sed augue aliquam erat volutpat,14.74,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,51,85,34
802,sapien a libero nam,263.42,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,74,74,67
803,odio porttitor id consequat,268.98,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1,7,13
804,quis tortor id nulla ultrices aliquet,33.62,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,67,82,62
805,nulla suspendisse potenti cras,271.01,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,78,29,48
806,ante vestibulum ante,223.57,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,13,33,18
807,mauris eget massa tempor convallis,97.12,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,60,22,6
808,nulla,120.39,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,43,40,46
809,maecenas rhoncus,360.39,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,19,5,58
810,aliquam non mauris morbi,110.19,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,32,61,96
811,curae nulla dapibus dolor vel est,338.18,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,89,55,60
812,augue,16.34,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,25,94,85
813,sapien ut nunc vestibulum,270.56,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,5,71,83
814,eleifend luctus ultricies,278.53,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,44,50,83
815,nibh ligula nec,64.89,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,10,32,72
816,in,248.72,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,4,22,5
817,ultrices posuere cubilia,373.68,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,68,47,70
818,quam pharetra magna ac,374.03,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,4,56,68
819,luctus rutrum nulla tellus in sagittis,312.29,eu nibh quisque id justo sit amet sapien dignissim vestibulum,40,36,58
820,tempus vel,160.23,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,10,33,97
821,erat vestibulum sed,275.39,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,87,34,48
822,orci mauris lacinia sapien quis libero,197.57,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,50,10,56
823,eget rutrum,381.29,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,91,13,33
824,posuere cubilia curae donec pharetra,147.63,turpis integer aliquet massa id lobortis convallis tortor risus dapibus,61,96,40
825,consequat morbi a ipsum,110.77,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,31,19,97
826,nisl aenean lectus,379.65,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,23,82,84
827,rhoncus dui,155.32,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,62,49,79
828,suspendisse,370.97,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,24,9,33
829,porttitor lacus,356.13,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,3,85,6
830,molestie hendrerit,277.5,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,59,43,63
831,sapien varius,226.68,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,63,18,92
832,nunc commodo placerat praesent blandit,276.93,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,80,44,29
833,at feugiat,126.34,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,74,70,34
834,sem,293.36,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,51,84,17
835,mus etiam vel augue,239.93,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,68,64,95
836,porttitor,80.55,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,23,99,15
837,suspendisse potenti in eleifend,102.81,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,39,17,31
838,ut mauris eget massa tempor convallis,171.37,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,50,62,53
839,pulvinar lobortis est phasellus,159.85,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,95,26,82
840,nunc viverra dapibus,28.73,volutpat erat quisque erat eros viverra eget congue eget semper,14,52,63
841,urna pretium nisl ut,178.57,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,32,5,40
842,sit,252.3,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,30,50,22
843,bibendum felis sed interdum venenatis,205.09,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,6,50,90
844,vel pede morbi porttitor,46.61,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,55,19,36
845,ut massa,219.46,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent,32,36,49
846,elementum eu interdum eu tincidunt in,348.27,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,45,61,100
847,scelerisque mauris,66.59,at velit vivamus vel nulla eget eros elementum pellentesque quisque,66,85,80
848,quis tortor id nulla ultrices aliquet,336.25,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,62,79,19
849,morbi non,279.61,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,58,40,84
850,justo nec condimentum,13.99,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,88,89,98
851,nec condimentum neque sapien placerat ante,28.5,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,32,56,56
852,nibh fusce lacus,389.35,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,4,76,71
853,rhoncus dui,273.23,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,94,73,65
854,diam,62.52,enim blandit mi in porttitor pede justo eu massa donec dapibus duis,12,52,7
855,rhoncus sed,56.31,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,18,100,24
856,lobortis ligula sit amet eleifend pede,298.38,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,32,66,46
857,feugiat et eros vestibulum,51.0,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,80,13,58
858,arcu,355.24,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,71,55,36
859,libero nullam sit amet turpis,161.43,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,40,52,85
860,primis in faucibus,7.25,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,47,75,22
861,tempus vel,212.69,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,89,81,45
862,accumsan tortor,77.61,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,21,98,67
863,non interdum in ante,179.79,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,67,79,0
864,consequat nulla nisl nunc nisl,216.6,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,54,5,11
865,auctor sed,262.29,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,57,67,52
